"","housing_median_age","total_rooms","total_bedrooms","households","median_income","median_house_value","ocean_proximity"
"14362",34,6001,1111,1072,4.5878,291000,"NEAR OCEAN"
"14363",38,3966,768,729,3.8409,291400,"NEAR OCEAN"
"14364",35,2914,683,638,2.5259,240200,"NEAR OCEAN"
"14365",44,1168,263,256,2.7273,269700,"NEAR OCEAN"
"14366",43,952,209,210,2.1635,244200,"NEAR OCEAN"
"14367",44,1404,229,217,4.1806,263800,"NEAR OCEAN"
"14368",43,2216,375,388,5.5289,297700,"NEAR OCEAN"
"14369",37,2260,354,351,5.9113,388300,"NEAR OCEAN"
"14370",36,2052,287,265,7.5557,441400,"NEAR OCEAN"
"14371",38,2827,581,558,3.2361,500001,"NEAR OCEAN"
"14372",32,4164,701,607,6.6661,500001,"NEAR OCEAN"
"14373",39,3089,431,432,7.5925,466700,"NEAR OCEAN"
"14374",39,3819,594,583,6.6013,396400,"NEAR OCEAN"
"14375",38,1840,291,283,4.9125,383600,"NEAR OCEAN"
"14376",36,2632,450,419,6.5319,345800,"NEAR OCEAN"
"14377",33,1677,228,239,6.597,496400,"NEAR OCEAN"
"14378",37,2224,331,341,6.3331,4e+05,"NEAR OCEAN"
"14379",44,1934,325,316,4.8684,358600,"NEAR OCEAN"
"14380",33,4168,1112,984,2.7515,247700,"NEAR OCEAN"
"14381",36,3548,956,866,2.6962,288200,"NEAR OCEAN"
"14382",36,1830,430,419,2.9904,286800,"NEAR OCEAN"
"14383",40,2186,549,515,2.8007,257100,"NEAR OCEAN"
"14384",44,1686,285,298,4.0268,298600,"NEAR OCEAN"
"14385",44,1488,259,281,4.0862,321800,"NEAR OCEAN"
"14386",39,1688,256,272,4.5938,367400,"NEAR OCEAN"
"14387",5,1824,354,426,3.4286,137500,"NEAR OCEAN"
"14388",21,2050,608,550,2.4779,165000,"NEAR OCEAN"
"14389",16,735,139,134,4.6354,179200,"NEAR OCEAN"
"14390",16,1953,404,385,4.8167,169800,"NEAR OCEAN"
"14391",35,2615,525,547,4.1339,238200,"NEAR OCEAN"
"14392",45,1718,293,329,4.05,284900,"NEAR OCEAN"
"14393",36,2831,669,660,2.9896,252700,"NEAR OCEAN"
"14394",36,1856,475,416,2.3042,220600,"NEAR OCEAN"
"14395",41,1989,514,489,2.79,226000,"NEAR OCEAN"
"14396",36,1240,310,319,2.6625,248200,"NEAR OCEAN"
"14397",32,3551,1037,935,2.2017,208300,"NEAR OCEAN"
"14398",36,1929,526,491,1.7622,205800,"NEAR OCEAN"
"14399",33,1980,614,567,2.2042,231300,"NEAR OCEAN"
"14400",37,1189,377,377,2.4672,216700,"NEAR OCEAN"
"14401",34,981,313,304,2.2328,266700,"NEAR OCEAN"
"14402",37,1467,442,354,2.375,340400,"NEAR OCEAN"
"14403",43,906,240,205,1.8365,328600,"NEAR OCEAN"
"14404",36,1527,427,312,2.7857,291700,"NEAR OCEAN"
"14405",21,1479,484,384,2.45,350000,"NEAR OCEAN"
"14406",38,1267,340,250,4.3403,5e+05,"NEAR OCEAN"
"14407",32,2021,524,485,3.18,362500,"NEAR OCEAN"
"14408",35,2494,690,624,4.0313,385300,"NEAR OCEAN"
"14409",38,2331,493,433,4.9125,452600,"NEAR OCEAN"
"14410",22,2020,466,429,3.4527,175000,"NEAR OCEAN"
"14411",23,2578,665,622,3.5484,238000,"NEAR OCEAN"
"14412",28,2453,648,617,3.625,266700,"NEAR OCEAN"
"14413",35,1649,355,360,4.6293,356500,"NEAR OCEAN"
"14414",44,2172,431,420,4.1742,342200,"NEAR OCEAN"
"14415",17,1149,266,228,4.1652,241700,"NEAR OCEAN"
"14416",18,2539,616,526,3.4306,275000,"NEAR OCEAN"
"14417",20,961,278,254,3.1838,245800,"NEAR OCEAN"
"14418",25,2135,691,320,2.6902,212500,"NEAR OCEAN"
"14419",18,1741,602,283,3.2625,193800,"NEAR OCEAN"
"14420",19,786,282,229,1.7273,137500,"NEAR OCEAN"
"14421",23,1906,525,491,2.93,183300,"NEAR OCEAN"
"14422",22,2981,873,745,2.3482,190600,"NEAR OCEAN"
"14423",27,1297,355,337,2.4643,244400,"NEAR OCEAN"
"14424",28,1508,263,267,3.8026,270000,"NEAR OCEAN"
"14425",21,1703,335,369,3.7813,362500,"NEAR OCEAN"
"14426",37,1096,260,267,3.2663,270600,"NEAR OCEAN"
"14427",32,1601,468,429,2.5568,258300,"NEAR OCEAN"
"14428",30,2061,631,577,2.5813,253100,"NEAR OCEAN"
"14429",31,2182,630,599,2.9781,212500,"NEAR OCEAN"
"14430",27,848,300,298,3.0774,275000,"NEAR OCEAN"
"14431",25,1627,375,378,3.6429,317100,"NEAR OCEAN"
"14432",20,1838,540,325,3.5486,193800,"NEAR OCEAN"
"14433",21,2429,579,538,3.225,229400,"NEAR OCEAN"
"14434",31,1403,388,371,2.6403,216100,"NEAR OCEAN"
"14435",28,3379,918,849,3.0293,241700,"NEAR OCEAN"
"14436",26,3433,873,798,2.9258,234800,"NEAR OCEAN"
"14437",28,1072,331,321,2.1357,187500,"NEAR OCEAN"
"14438",18,2205,661,580,3.8018,112500,"NEAR OCEAN"
"14439",19,1863,497,503,2.288,210000,"NEAR OCEAN"
"14440",30,1917,462,437,2.4671,276300,"NEAR OCEAN"
"14441",29,3376,882,843,3.101,238200,"NEAR OCEAN"
"14442",32,2402,551,532,3.3942,307400,"NEAR OCEAN"
"14443",35,2281,506,496,4.2296,275000,"NEAR OCEAN"
"14444",26,2442,659,624,3.3274,295500,"NEAR OCEAN"
"14445",25,2076,586,554,2.8421,227800,"NEAR OCEAN"
"14446",30,1328,346,328,2.3284,290600,"NEAR OCEAN"
"14447",37,1616,421,395,2.92,326500,"NEAR OCEAN"
"14448",35,1878,308,257,6.9553,500001,"NEAR OCEAN"
"14449",30,1446,385,344,3.744,450000,"NEAR OCEAN"
"14450",33,1588,289,301,5.4103,332400,"NEAR OCEAN"
"14451",34,2420,391,392,6.5881,394400,"NEAR OCEAN"
"14452",39,1846,350,329,3.9187,311900,"NEAR OCEAN"
"14453",34,1655,450,411,3.2109,376000,"NEAR OCEAN"
"14454",41,1420,338,314,2.9306,360300,"NEAR OCEAN"
"14455",39,1877,426,409,3.875,410000,"NEAR OCEAN"
"14456",34,2392,653,619,3.7306,5e+05,"NEAR OCEAN"
"14457",38,2367,480,428,4.1477,500001,"NEAR OCEAN"
"14458",35,2908,595,529,4.1793,500001,"NEAR OCEAN"
"14459",42,2820,488,500,4.5083,405200,"NEAR OCEAN"
"14460",42,2785,389,333,11.3074,500001,"NEAR OCEAN"
"14461",34,2105,444,406,2.3187,488900,"NEAR OCEAN"
"14462",21,2455,660,597,3.7596,381300,"NEAR OCEAN"
"14463",26,1373,284,268,4.425,475000,"NEAR OCEAN"
"14464",28,2334,694,552,3.1324,500001,"NEAR OCEAN"
"14465",24,3271,508,482,5.9359,422200,"NEAR OCEAN"
"14466",22,3205,429,410,8.1844,406300,"NEAR OCEAN"
"14467",20,2467,332,335,7.2559,392300,"NEAR OCEAN"
"14468",19,1759,214,195,10.7751,500001,"NEAR OCEAN"
"14469",30,3652,499,462,8.2374,500001,"NEAR OCEAN"
"14470",17,2075,262,241,10.9529,500001,"NEAR OCEAN"
"14471",26,3940,657,600,6.1025,500001,"NEAR OCEAN"
"14472",18,5566,1465,1458,1.858,205000,"NEAR OCEAN"
"14473",26,1647,261,259,4.6875,274400,"NEAR OCEAN"
"14474",19,2691,347,366,8.051,363600,"NEAR OCEAN"
"14475",25,4229,601,574,6.3955,316700,"NEAR OCEAN"
"14476",24,3596,494,492,6.5382,326000,"NEAR OCEAN"
"14477",26,1352,202,217,5.3693,260700,"NEAR OCEAN"
"14478",15,2593,521,456,4.2065,277800,"NEAR OCEAN"
"14479",26,2012,315,335,5.4067,277500,"NEAR OCEAN"
"14480",18,3109,501,368,7.4351,445700,"NEAR OCEAN"
"14481",19,5255,762,725,7.8013,474000,"NEAR OCEAN"
"14482",23,6139,826,807,9.5245,500001,"NEAR OCEAN"
"14483",24,1663,199,187,10.7721,500001,"NEAR OCEAN"
"14484",34,5846,785,747,8.496,500001,"NEAR OCEAN"
"14485",35,1420,193,177,8.0639,500001,"NEAR OCEAN"
"14486",25,2355,381,358,6.8322,500001,"NEAR OCEAN"
"14487",30,1670,219,202,12.4429,500001,"NEAR OCEAN"
"14488",25,2911,533,499,5.1023,500001,"NEAR OCEAN"
"14489",27,2530,469,326,7.2821,500001,"NEAR OCEAN"
"14490",42,1761,329,255,5.3787,500001,"NEAR OCEAN"
"14491",18,3117,475,368,6.7587,388500,"NEAR OCEAN"
"14492",22,3479,448,440,10.0707,500001,"NEAR OCEAN"
"14493",18,4231,728,720,6.1805,272400,"NEAR OCEAN"
"14494",19,3716,563,587,5.2113,267400,"NEAR OCEAN"
"14495",22,3501,631,581,4.7891,295300,"NEAR OCEAN"
"14496",26,2298,549,555,2.4207,213500,"NEAR OCEAN"
"14497",15,2895,498,443,5.102,417500,"NEAR OCEAN"
"14498",15,2290,662,594,3.0104,204200,"NEAR OCEAN"
"14499",16,1675,354,332,5.2326,188300,"NEAR OCEAN"
"14500",15,1199,301,296,3.6083,180100,"NEAR OCEAN"
"14501",15,1703,320,282,5.0855,209800,"NEAR OCEAN"
"14502",16,1200,468,443,3.045,1e+05,"NEAR OCEAN"
"14503",11,3123,740,634,5.417,196800,"NEAR OCEAN"
"14504",16,2800,566,518,3.2794,148600,"NEAR OCEAN"
"14505",14,3512,807,792,3.35,171000,"NEAR OCEAN"
"14506",4,16289,4585,4176,3.6287,280800,"NEAR OCEAN"
"14507",5,3511,1008,918,3.8542,176600,"NEAR OCEAN"
"14508",14,3114,773,776,3.3176,156100,"NEAR OCEAN"
"14509",4,4308,1095,932,3.9356,267000,"NEAR OCEAN"
"14510",12,1428,303,269,4.1429,254400,"NEAR OCEAN"
"14511",15,1613,303,240,4.875,169300,"<1H OCEAN"
"14512",14,1259,238,247,4.9464,174800,"<1H OCEAN"
"14513",5,1619,272,296,6.0891,214600,"<1H OCEAN"
"14514",10,2349,431,435,4.8229,183200,"<1H OCEAN"
"14515",12,1681,381,362,4.2008,176100,"<1H OCEAN"
"14516",5,8576,1952,1827,4.3598,189100,"<1H OCEAN"
"14517",8,3405,961,918,2.8728,114600,"<1H OCEAN"
"14518",15,1450,266,290,3.6111,196300,"<1H OCEAN"
"14519",16,3230,579,576,4.2969,151200,"<1H OCEAN"
"14520",16,2715,581,584,4,154700,"<1H OCEAN"
"14521",14,3014,710,705,3.7837,160300,"<1H OCEAN"
"14522",16,3217,715.5,687,4.2234,162100,"<1H OCEAN"
"14523",15,2785,644,630,3.7156,175200,"<1H OCEAN"
"14524",14,3249,937,838,2.8588,92500,"<1H OCEAN"
"14525",13,1743,363,353,4.6667,138200,"<1H OCEAN"
"14526",16,2173,399,393,4.2614,169600,"<1H OCEAN"
"14527",17,1481,315,300,3.6196,163400,"<1H OCEAN"
"14528",7,1308,418,390,3.2151,106300,"<1H OCEAN"
"14529",6,3069,750,736,3.814,132500,"<1H OCEAN"
"14530",15,3242,595,593,4.9706,184700,"<1H OCEAN"
"14531",16,1580,241,261,4.7266,191100,"<1H OCEAN"
"14532",16,1565,257,239,5.5036,192300,"<1H OCEAN"
"14533",15,4846,825,823,4.9375,180400,"<1H OCEAN"
"14534",16,2918,444,444,5.3062,195500,"<1H OCEAN"
"14535",14,1946,463,390,4.2109,171200,"<1H OCEAN"
"14536",12,1474,364,372,4.0521,166700,"<1H OCEAN"
"14537",16,2412,419,422,4.5086,171100,"<1H OCEAN"
"14538",7,1427,243,239,5.3625,218900,"<1H OCEAN"
"14539",16,2718,438,431,5.1433,185300,"<1H OCEAN"
"14540",15,1558,314,332,5.2864,174400,"<1H OCEAN"
"14541",16,1972,402,413,4.4615,168300,"<1H OCEAN"
"14542",16,2366,392,407,4.9024,182900,"<1H OCEAN"
"14543",16,2969,514,465,4.5221,168300,"<1H OCEAN"
"14544",4,15025,2616,2392,5.196,210700,"<1H OCEAN"
"14545",18,4773,743,716,6.6199,406200,"NEAR OCEAN"
"14546",15,1036,149,157,5.8343,500001,"NEAR OCEAN"
"14547",15,1882,233,219,6.9794,500001,"NEAR OCEAN"
"14548",16,4755,807,756,6.7694,425900,"NEAR OCEAN"
"14549",15,1804,339,296,5.9806,370500,"NEAR OCEAN"
"14550",18,1591,268,243,5.9547,329300,"NEAR OCEAN"
"14551",12,2165,437,386,5.2648,294400,"NEAR OCEAN"
"14552",5,2276,311,317,6.4321,271900,"<1H OCEAN"
"14553",10,3486,469,483,6.4696,249500,"<1H OCEAN"
"14554",4,19001,2688,2441,6.3237,260900,"<1H OCEAN"
"14555",12,5949,799,781,6.3721,241500,"<1H OCEAN"
"14556",15,2267,292,289,6.712,240200,"<1H OCEAN"
"14557",4,6423,1042,983,7.6348,337000,"NEAR OCEAN"
"14558",3,6251,988,893,8.4355,467600,"NEAR OCEAN"
"14559",4,18123,3173,2964,6.357,322500,"NEAR OCEAN"
"14560",34,2936,597,571,3.7841,176900,"NEAR OCEAN"
"14561",31,3958,727,728,5.4605,190200,"NEAR OCEAN"
"14562",17,1124,187,205,5.7451,237300,"NEAR OCEAN"
"14563",31,2558,512,492,3.4318,200400,"NEAR OCEAN"
"14564",35,756,135,136,3.5234,183900,"NEAR OCEAN"
"14565",34,3353,544,571,4.55,187700,"NEAR OCEAN"
"14566",32,2033,394,389,3.2583,181400,"NEAR OCEAN"
"14567",34,2158,366,335,4.5402,182100,"NEAR OCEAN"
"14568",36,1089,240,226,2.5909,176000,"NEAR OCEAN"
"14569",36,1475,328,327,3.5078,166000,"NEAR OCEAN"
"14570",28,3241,533,513,4.1806,199600,"NEAR OCEAN"
"14571",35,2259,501,511,3.4482,162500,"NEAR OCEAN"
"14572",33,4773,873,845,4.3862,184800,"NEAR OCEAN"
"14573",31,2035,383,360,3.8529,212000,"NEAR OCEAN"
"14574",27,1318,216,191,5.2837,283800,"NEAR OCEAN"
"14575",22,3738,795,728,3.7963,303100,"NEAR OCEAN"
"14576",24,730,196,203,3.5078,362500,"NEAR OCEAN"
"14577",35,1377,350,313,2.8472,161400,"NEAR OCEAN"
"14578",35,1217,220,237,3.9464,171600,"NEAR OCEAN"
"14579",35,2772,537,521,3.337,172300,"NEAR OCEAN"
"14580",34,3850,608,602,5.0465,208200,"NEAR OCEAN"
"14581",35,1074,180,173,5.253,204000,"NEAR OCEAN"
"14582",35,2197,353,357,4.9219,192900,"NEAR OCEAN"
"14583",31,3064,575,549,3.6667,175900,"NEAR OCEAN"
"14584",30,2290,523,472,3.5606,165100,"NEAR OCEAN"
"14585",32,1351,237,269,4.2768,167800,"NEAR OCEAN"
"14586",30,2492,406,431,5.5277,197100,"NEAR OCEAN"
"14587",35,2263,427,408,3.875,172000,"NEAR OCEAN"
"14588",23,2105,525,484,3.375,184100,"NEAR OCEAN"
"14589",30,2288,448,469,4.0114,169800,"NEAR OCEAN"
"14590",30,3225,555,532,4.3317,173300,"NEAR OCEAN"
"14591",24,3541,530,530,5.3538,212500,"NEAR OCEAN"
"14592",24,1623,417,397,2.7401,198100,"NEAR OCEAN"
"14593",21,2869,596,577,3.0375,197600,"NEAR OCEAN"
"14594",27,2346,399,373,4.2708,182800,"NEAR OCEAN"
"14595",31,1772,353,350,3.9265,162000,"NEAR OCEAN"
"14596",28,2291,371,382,4.6875,188000,"NEAR OCEAN"
"14597",26,2424,388,375,4.739,184100,"NEAR OCEAN"
"14598",26,788,127,125,5.0603,185700,"NEAR OCEAN"
"14599",19,6823,1509,1509,3.1032,179500,"NEAR OCEAN"
"14600",24,1569,377,321,3.1146,187500,"NEAR OCEAN"
"14601",14,4328,1100,1044,2.2899,159000,"NEAR OCEAN"
"14602",35,1213,200,181,3.6806,172400,"NEAR OCEAN"
"14603",37,422,79,80,3.0625,159700,"NEAR OCEAN"
"14604",22,2259,634,601,2.5,177800,"NEAR OCEAN"
"14605",34,2275,375,379,3.6371,176300,"NEAR OCEAN"
"14606",33,3064,506,488,4.22,178700,"NEAR OCEAN"
"14607",25,2161,462,468,2.2284,177500,"NEAR OCEAN"
"14608",25,1756,301,312,4.5625,162300,"NEAR OCEAN"
"14609",28,3436,537,498,4.7679,204000,"NEAR OCEAN"
"14610",33,5226,833,839,5.1491,207000,"NEAR OCEAN"
"14611",10,3821,631,609,5.5454,217100,"NEAR OCEAN"
"14612",30,2456,390,393,3.8542,198500,"NEAR OCEAN"
"14613",30,5201,1104,1064,3.2661,140400,"NEAR OCEAN"
"14614",44,2262,647,657,2.2663,123600,"NEAR OCEAN"
"14615",43,1269,297,285,2.1447,133300,"NEAR OCEAN"
"14616",25,1399,329,355,2.5682,187500,"NEAR OCEAN"
"14617",20,2827,554,536,3.4706,157600,"NEAR OCEAN"
"14618",27,1937,537,482,2.75,87500,"NEAR OCEAN"
"14619",23,2395,476,488,3.7292,146300,"NEAR OCEAN"
"14620",24,3566,765,722,3.6375,178600,"NEAR OCEAN"
"14621",32,1731,413,427,3.3375,154300,"NEAR OCEAN"
"14622",17,3845,1051,944,2.3658,164100,"NEAR OCEAN"
"14623",34,2515,488,515,3.7381,165000,"NEAR OCEAN"
"14624",42,1104,305,270,2.2768,145200,"NEAR OCEAN"
"14625",35,1399,274,281,3.767,166800,"NEAR OCEAN"
"14626",6,3856,875,816,4.5481,164800,"NEAR OCEAN"
"14627",16,2374,780,705,2.7386,87500,"NEAR OCEAN"
"14628",8,3694,997,807,3.6492,158900,"NEAR OCEAN"
"14629",17,711,254,227,2.6493,67500,"NEAR OCEAN"
"14630",21,4185,1018,993,3.0481,210000,"NEAR OCEAN"
"14631",23,1215,225,224,3.4,200600,"NEAR OCEAN"
"14632",26,2496,407,380,5.5413,302100,"NEAR OCEAN"
"14633",34,4854,912,854,3.8542,2e+05,"NEAR OCEAN"
"14634",16,2079,394,383,5.0958,3e+05,"NEAR OCEAN"
"14635",33,2573,436,443,4.2417,294100,"NEAR OCEAN"
"14636",34,1398,222,244,3.7102,289600,"NEAR OCEAN"
"14637",16,2593,794,684,3.1304,166300,"NEAR OCEAN"
"14638",36,4018,1067,842,2.3599,168400,"NEAR OCEAN"
"14639",36,1514,258,278,3.8571,235100,"NEAR OCEAN"
"14640",35,1788,378,374,3.3713,238400,"NEAR OCEAN"
"14641",31,3417,533,532,4.7788,276000,"NEAR OCEAN"
"14642",29,1213,221,246,4.5987,255600,"NEAR OCEAN"
"14643",34,757,212,222,3.2312,192200,"NEAR OCEAN"
"14644",34,4108,664,644,4.4097,252000,"NEAR OCEAN"
"14645",38,2662,498,496,4.0057,241600,"NEAR OCEAN"
"14646",30,2747,640,657,3.765,238000,"NEAR OCEAN"
"14647",16,3273,670,671,4.1368,151000,"NEAR OCEAN"
"14648",9,634,152,133,3.8571,143800,"NEAR OCEAN"
"14649",14,3575,992,839,2.4397,140600,"NEAR OCEAN"
"14650",30,156,45,40,3.2679,137500,"NEAR OCEAN"
"14651",31,1952,471,462,2.8621,196900,"NEAR OCEAN"
"14652",34,1629,318,282,3.1458,178300,"NEAR OCEAN"
"14653",41,1413,261,259,2.3578,166700,"NEAR OCEAN"
"14654",41,2423,469,466,2.1157,156900,"NEAR OCEAN"
"14655",33,2670,435,431,3.9417,179800,"NEAR OCEAN"
"14656",35,1267,212,204,2.5368,169600,"NEAR OCEAN"
"14657",35,3578,582,553,4.7813,188600,"NEAR OCEAN"
"14658",25,1577,266,284,5.25,205100,"NEAR OCEAN"
"14659",31,984,161,158,5.282,183000,"NEAR OCEAN"
"14660",19,2157,554,535,2.7652,177400,"NEAR OCEAN"
"14661",34,1748,294,294,4.4886,179100,"NEAR OCEAN"
"14662",15,1606,375,342,3.7237,108300,"NEAR OCEAN"
"14663",33,2731,456,445,4.5568,175300,"NEAR OCEAN"
"14664",29,2863,534,522,3.8719,174200,"NEAR OCEAN"
"14665",26,2119,444,440,3.2308,166500,"NEAR OCEAN"
"14666",31,1727,342,345,3.8125,166300,"NEAR OCEAN"
"14667",35,2129,382,350,3.9732,174900,"NEAR OCEAN"
"14668",35,1458,262,257,4.2098,174100,"NEAR OCEAN"
"14669",35,1362,243,255,3.6458,173800,"NEAR OCEAN"
"14670",4,2782,817,787,4.2621,124200,"NEAR OCEAN"
"14671",16,2056,631,569,2.9576,92200,"NEAR OCEAN"
"14672",7,6100,1185,1040,5.5673,288200,"NEAR OCEAN"
"14673",16,3980,682,647,2.6607,175000,"NEAR OCEAN"
"14674",17,1787,330,314,2.875,112500,"NEAR OCEAN"
"14675",15,3428,491,486,2.5953,67500,"NEAR OCEAN"
"14676",17,3890,586,595,3.2197,67500,"NEAR OCEAN"
"14677",15,666,152,164,2.15,131300,"NEAR OCEAN"
"14678",16,4608,629,636,6.04,243000,"<1H OCEAN"
"14679",16,4241,892,864,4.375,166500,"NEAR OCEAN"
"14680",16,1049,154,160,6.2047,248100,"<1H OCEAN"
"14681",16,4214,744,699,4.3783,179500,"<1H OCEAN"
"14682",15,4138,636,677,4.8419,264000,"<1H OCEAN"
"14683",16,1787,236,228,7.1298,278600,"<1H OCEAN"
"14684",10,5177,856,816,5.9734,271700,"<1H OCEAN"
"14685",7,13703,2352,1856,6.4335,260600,"<1H OCEAN"
"14686",8,2205,348,341,6.0266,177400,"<1H OCEAN"
"14687",5,2234,256,253,10.3354,477600,"<1H OCEAN"
"14688",6,6525,826,806,9.2858,436100,"<1H OCEAN"
"14689",25,2963,552,556,3.625,184500,"NEAR OCEAN"
"14690",20,2183,534,496,2.8631,169700,"NEAR OCEAN"
"14691",36,2163,367,360,4.7188,174100,"NEAR OCEAN"
"14692",32,1587,268,249,3.375,178100,"NEAR OCEAN"
"14693",16,2574,771,721,3.3849,96900,"NEAR OCEAN"
"14694",16,1791,518,491,3.5179,129300,"NEAR OCEAN"
"14695",16,2470,830,724,3.5562,73500,"NEAR OCEAN"
"14696",16,2220,512,527,3.6528,133200,"NEAR OCEAN"
"14697",36,1529,266,260,4.0982,171200,"NEAR OCEAN"
"14698",36,1936,345,343,3.8333,170000,"NEAR OCEAN"
"14699",31,2019,417,386,3.1964,177700,"NEAR OCEAN"
"14700",28,1708,393,393,2.9881,165300,"NEAR OCEAN"
"14701",31,2550,395,405,5.1488,181000,"<1H OCEAN"
"14702",36,2028,349,352,3.9828,168900,"<1H OCEAN"
"14703",36,3583,642,602,3.9745,170800,"NEAR OCEAN"
"14704",23,2698,410,411,5.1782,195100,"<1H OCEAN"
"14705",15,2000,402,369,4.3594,224200,"<1H OCEAN"
"14706",17,3939,550,553,6.7927,234700,"<1H OCEAN"
"14707",17,1885,292,301,5.6402,228600,"<1H OCEAN"
"14708",17,1475,308,293,3.7167,180400,"<1H OCEAN"
"14709",17,2247,340,318,5.5,222000,"<1H OCEAN"
"14710",25,2489,314,309,7.8336,277600,"NEAR OCEAN"
"14711",26,3725,623,627,4.7143,268300,"NEAR OCEAN"
"14712",21,2919,496,443,4.625,222800,"NEAR OCEAN"
"14713",23,2491,350,348,6.7196,306800,"<1H OCEAN"
"14714",25,2504,345,350,5.7416,243400,"<1H OCEAN"
"14715",16,1561,378,350,3.0035,94600,"<1H OCEAN"
"14716",25,1905,250,253,6.4797,249000,"<1H OCEAN"
"14717",23,3309,401,386,7.916,330600,"<1H OCEAN"
"14718",17,2524,332,317,8.7604,331800,"<1H OCEAN"
"14719",21,3787,492,457,9.6023,391300,"<1H OCEAN"
"14720",31,2485,436,448,4.8,220800,"NEAR OCEAN"
"14721",27,2369,370,374,4.1162,177200,"<1H OCEAN"
"14722",26,3859,513,538,5.8683,220500,"<1H OCEAN"
"14723",19,3866,775,703,4.3281,220000,"<1H OCEAN"
"14724",11,1802,440,428,2.0337,146700,"<1H OCEAN"
"14725",17,1042,210,215,3.1,84200,"<1H OCEAN"
"14726",17,1558,479,431,2.6934,160200,"<1H OCEAN"
"14727",20,2705,545,497,3.7159,168900,"<1H OCEAN"
"14728",33,4015,663,664,4.3152,159300,"<1H OCEAN"
"14729",29,1232,243,247,3.65,168900,"<1H OCEAN"
"14730",31,2692,445,450,4.4583,170000,"<1H OCEAN"
"14731",26,4499,645,626,5.516,185100,"<1H OCEAN"
"14732",27,1950,317,320,4.0656,164000,"<1H OCEAN"
"14733",26,1998,301,305,5.4544,180900,"<1H OCEAN"
"14734",21,4203,618,600,5.3441,193500,"<1H OCEAN"
"14735",14,3173,599,585,3.7292,182200,"<1H OCEAN"
"14736",16,1765,289,280,4.9744,209700,"<1H OCEAN"
"14737",12,2880,406,418,6.5412,254200,"<1H OCEAN"
"14738",16,4046,731,701,4.2312,197000,"<1H OCEAN"
"14739",26,1919,345,341,4.2679,131900,"NEAR OCEAN"
"14740",13,3920,775,760,4.0616,148800,"NEAR OCEAN"
"14741",22,2101,399,371,4.1518,136900,"NEAR OCEAN"
"14742",17,2724,567,554,3.8529,147700,"NEAR OCEAN"
"14743",13,3435,708,699,3.4792,107600,"NEAR OCEAN"
"14744",11,2879,679,673,3.5125,142400,"NEAR OCEAN"
"14745",16,1269,282,298,2.6985,156500,"NEAR OCEAN"
"14746",14,2355,406,401,5.0311,152100,"NEAR OCEAN"
"14747",20,2029,357,353,4.0089,132100,"NEAR OCEAN"
"14748",23,1918,339,340,4.087,134800,"NEAR OCEAN"
"14749",25,2185,370,369,5.3072,132700,"NEAR OCEAN"
"14750",22,2857,516,496,4.7337,127600,"NEAR OCEAN"
"14751",25,1268,282,299,3.0284,123600,"NEAR OCEAN"
"14752",17,2252,378,365,4.6364,141100,"NEAR OCEAN"
"14753",13,2880,576,567,3.1696,138000,"NEAR OCEAN"
"14754",18,1215,320,349,1.9875,114900,"NEAR OCEAN"
"14755",17,985,233,223,2.875,134500,"NEAR OCEAN"
"14756",18,1384,311,287,1.3362,95000,"NEAR OCEAN"
"14757",23,1262,294,275,2.5625,153300,"NEAR OCEAN"
"14758",15,2206,648,648,1.6348,93200,"NEAR OCEAN"
"14759",22,2172,563,524,2.0159,139300,"NEAR OCEAN"
"14760",17,2803,683,676,1.7958,140400,"NEAR OCEAN"
"14761",5,2706,925,855,1.7301,125000,"NEAR OCEAN"
"14762",5,3223,940,854,1.4384,108800,"NEAR OCEAN"
"14763",7,938,297,282,1.2667,67500,"NEAR OCEAN"
"14764",21,2350,667,613,2.0734,87500,"NEAR OCEAN"
"14765",23,1662,377,386,2.3,120800,"NEAR OCEAN"
"14766",17,2046,559,530,2.25,132800,"NEAR OCEAN"
"14767",33,393,76,80,4.1029,122700,"NEAR OCEAN"
"14768",29,1061,202,206,4.8646,136800,"NEAR OCEAN"
"14769",26,2343,371,372,4.3601,144900,"NEAR OCEAN"
"14770",16,2687,501,480,3.75,146800,"NEAR OCEAN"
"14771",17,2961,634,615,2.5859,131400,"NEAR OCEAN"
"14772",18,2203,544,497,2.25,103200,"NEAR OCEAN"
"14773",14,1527,357,363,2.7361,93600,"NEAR OCEAN"
"14774",9,3648,895,840,3.0992,142600,"NEAR OCEAN"
"14775",8,2888,662,683,2.7048,153000,"NEAR OCEAN"
"14776",15,1462,274,271,3.9698,142700,"NEAR OCEAN"
"14777",22,2128,477,450,3.2687,131000,"NEAR OCEAN"
"14778",25,1607,280,260,3.8194,134400,"NEAR OCEAN"
"14779",12,2565,567,545,3.0273,135300,"NEAR OCEAN"
"14780",9,6298,1512,1456,2.569,88300,"NEAR OCEAN"
"14781",23,1817,323,327,3.6736,139500,"NEAR OCEAN"
"14782",10,2198,368,350,4.5547,160700,"NEAR OCEAN"
"14783",17,444,83,87,5.1478,138900,"NEAR OCEAN"
"14784",8,864,156,172,4.8984,151500,"NEAR OCEAN"
"14785",8,6533,1217,1177,3.9583,144400,"NEAR OCEAN"
"14786",34,2003,466,443,3.0613,136700,"NEAR OCEAN"
"14787",21,1738,295,298,4.8274,174100,"NEAR OCEAN"
